seq	term
4358	isogroup23801	Intracellular trafficking, secretion, and vesicular transport
4359	isogroup3843	Translation, ribosomal structure and biogenesis
4360	isogroup18468	Carbohydrate transport and metabolism
4361	isogroup12699	Cell cycle control, cell division, chromosome partitioning
4362	isogroup18932	Inorganic ion transport and metabolism
4363	isogroup22658	Posttranslational modification, protein turnover, chaperones
4364	isogroup21306	Transcription
4365	isogroup12022	Translation, ribosomal structure and biogenesis
4366	isogroup14007	RNA processing and modification
4367	isogroup4030	Carbohydrate transport and metabolism
4368	isogroup28609	Lipid transport and metabolism
4369	isogroup28609	Secondary metabolites biosynthesis, transport and catabolism
4370	isogroup23535	Transcription
4371	isogroup20652	Intracellular trafficking, secretion, and vesicular transport
4372	isogroup5463	Signal transduction mechanisms
4373	isogroup18305	
4374	isogroup14786	
4375	isogroup10899	Lipid transport and metabolism
4376	isogroup14322	Transcription
4377	isogroup6641	Replication, recombination and repair
4378	isogroup5140	Signal transduction mechanisms
4379	isogroup5182	Signal transduction mechanisms
4380	isogroup23310	Amino acid transport and metabolism
4381	isogroup1342	Energy production and conversion
4382	isogroup14397	Signal transduction mechanisms
4383	isogroup26617	Transcription
4384	isogroup26372	Signal transduction mechanisms
4385	isogroup21292	Signal transduction mechanisms
4386	isogroup20952	Lipid transport and metabolism
4387	isogroup9116	Lipid transport and metabolism
4388	isogroup3095	Secondary metabolites biosynthesis, transport and catabolism
4389	isogroup3617	Replication, recombination and repair
4390	isogroup10969	Posttranslational modification, protein turnover, chaperones
4391	isogroup27789	Intracellular trafficking, secretion, and vesicular transport
4392	isogroup25090	Secondary metabolites biosynthesis, transport and catabolism
4393	isogroup329	Amino acid transport and metabolism
4394	isogroup329	Signal transduction mechanisms
4395	isogroup16172	Transcription
4396	isogroup525	Carbohydrate transport and metabolism
4397	isogroup23386	Cytoskeleton
4398	isogroup787	Replication, recombination and repair
4399	isogroup17044	Signal transduction mechanisms
4400	isogroup3459	Cell cycle control, cell division, chromosome partitioning
4401	isogroup3459	Cell motility
4402	isogroup4703	Signal transduction mechanisms
4403	isogroup26067	Replication, recombination and repair
4404	isogroup21693	Posttranslational modification, protein turnover, chaperones
4405	isogroup4489	
4406	isogroup21093	Intracellular trafficking, secretion, and vesicular transport
4407	isogroup18392	Translation, ribosomal structure and biogenesis
4408	isogroup21350	Posttranslational modification, protein turnover, chaperones
4409	isogroup16488	Signal transduction mechanisms
4410	isogroup16391	
4411	isogroup769	Carbohydrate transport and metabolism
4412	isogroup15706	Signal transduction mechanisms
4413	isogroup17034	Transcription
4414	isogroup4133	Posttranslational modification, protein turnover, chaperones
4415	isogroup18957	
4416	isogroup18526	Translation, ribosomal structure and biogenesis
4417	isogroup14890	Signal transduction mechanisms
4418	isogroup18184	Replication, recombination and repair
4419	isogroup6004	Signal transduction mechanisms
4420	isogroup24056	Lipid transport and metabolism
4421	isogroup24056	Signal transduction mechanisms
4422	isogroup15449	Lipid transport and metabolism
4423	isogroup15449	Secondary metabolites biosynthesis, transport and catabolism
4424	isogroup12138	Amino acid transport and metabolism
4425	isogroup3085	Inorganic ion transport and metabolism
4426	isogroup12999	Posttranslational modification, protein turnover, chaperones
4427	isogroup15184	Secondary metabolites biosynthesis, transport and catabolism
4428	isogroup9810	Cytoskeleton
4429	isogroup650	Carbohydrate transport and metabolism
4430	isogroup1154	Amino acid transport and metabolism
4431	isogroup12463	Transcription
4432	isogroup1910	
4433	isogroup3076	Signal transduction mechanisms
4434	isogroup16901	Secondary metabolites biosynthesis, transport and catabolism
4435	isogroup9364	Carbohydrate transport and metabolism
4436	isogroup3402	Intracellular trafficking, secretion, and vesicular transport
4437	isogroup6050	Amino acid transport and metabolism
4438	isogroup26706	Amino acid transport and metabolism
4439	isogroup24705	Carbohydrate transport and metabolism
4440	isogroup3501	Amino acid transport and metabolism
4441	isogroup28445	
4442	isogroup5226	Secondary metabolites biosynthesis, transport and catabolism
4443	isogroup3423	Signal transduction mechanisms
4444	isogroup16471	Replication, recombination and repair
4445	isogroup6798	Posttranslational modification, protein turnover, chaperones
4446	isogroup24728	Carbohydrate transport and metabolism
4447	isogroup19387	RNA processing and modification
4448	isogroup8529	Transcription
4449	isogroup8529	Replication, recombination and repair
4450	isogroup8167	Nuclear structure
4451	isogroup17906	Transcription
4452	isogroup17906	Signal transduction mechanisms
4453	isogroup3520	Carbohydrate transport and metabolism
4454	isogroup23333	Posttranslational modification, protein turnover, chaperones
4455	isogroup10142	Transcription
4456	isogroup7218	Posttranslational modification, protein turnover, chaperones
4457	isogroup26845	Secondary metabolites biosynthesis, transport and catabolism
4458	isogroup20593	Translation, ribosomal structure and biogenesis
4459	isogroup17013	Extracellular structures
4460	isogroup25423	
4461	isogroup3553	Intracellular trafficking, secretion, and vesicular transport
4462	isogroup4892	Signal transduction mechanisms
4463	isogroup15454	Posttranslational modification, protein turnover, chaperones
4464	isogroup15454	Signal transduction mechanisms
4465	isogroup23317	Energy production and conversion
4466	isogroup28822	Inorganic ion transport and metabolism
4467	isogroup20008	
4468	isogroup14711	Replication, recombination and repair
4469	isogroup6100	Signal transduction mechanisms
4470	isogroup4643	Signal transduction mechanisms
4471	isogroup12205	
4472	isogroup1053	
4473	isogroup462	Posttranslational modification, protein turnover, chaperones
4474	isogroup10336	Carbohydrate transport and metabolism
4475	isogroup8154	Transcription
4476	isogroup8154	Replication, recombination and repair
4477	isogroup8154	Signal transduction mechanisms
4478	isogroup4385	Amino acid transport and metabolism
4479	isogroup25880	Signal transduction mechanisms
4480	isogroup25880	Intracellular trafficking, secretion, and vesicular transport
4481	isogroup16656	Amino acid transport and metabolism
4482	isogroup5709	Inorganic ion transport and metabolism
4483	isogroup21892	
4484	isogroup22908	
4485	isogroup27271	Cell motility
4486	isogroup10284	Extracellular structures
4487	isogroup26789	Intracellular trafficking, secretion, and vesicular transport
4488	isogroup23999	
4489	isogroup4219	Carbohydrate transport and metabolism
4490	isogroup10415	
4491	isogroup8753	Transcription
4492	isogroup28334	
4493	isogroup19233	Transcription
4494	isogroup28295	Transcription
4495	isogroup14364	Posttranslational modification, protein turnover, chaperones
4496	isogroup25746	Replication, recombination and repair
4497	isogroup19524	Cell cycle control, cell division, chromosome partitioning
4498	isogroup15738	Posttranslational modification, protein turnover, chaperones
4499	isogroup9960	Lipid transport and metabolism
4500	isogroup17837	
4501	isogroup13111	Carbohydrate transport and metabolism
4502	isogroup13111	Posttranslational modification, protein turnover, chaperones
4503	isogroup13111	Intracellular trafficking, secretion, and vesicular transport
4504	isogroup7124	Replication, recombination and repair
4505	isogroup14972	Intracellular trafficking, secretion, and vesicular transport
4506	isogroup14327	Posttranslational modification, protein turnover, chaperones
4507	isogroup4648	Intracellular trafficking, secretion, and vesicular transport
4508	isogroup27255	Replication, recombination and repair
4509	isogroup17023	Amino acid transport and metabolism
4510	isogroup16435	Defense mechanisms
4511	isogroup6210	
4512	isogroup12604	Translation, ribosomal structure and biogenesis
4513	isogroup13788	
4514	isogroup11259	Replication, recombination and repair
4515	isogroup9	Signal transduction mechanisms
4516	isogroup9059	Transcription
4517	isogroup27145	Signal transduction mechanisms
4518	isogroup17943	Carbohydrate transport and metabolism
4519	isogroup27242	Intracellular trafficking, secretion, and vesicular transport
4520	isogroup5361	
4521	isogroup8329	Posttranslational modification, protein turnover, chaperones
4522	isogroup24917	Intracellular trafficking, secretion, and vesicular transport
4523	isogroup6217	
4524	isogroup21045	Amino acid transport and metabolism
4525	isogroup11262	Posttranslational modification, protein turnover, chaperones
4526	isogroup10342	Posttranslational modification, protein turnover, chaperones
4527	isogroup2288	Inorganic ion transport and metabolism
4528	isogroup15408	Transcription
4529	isogroup2954	Replication, recombination and repair
4530	isogroup23067	Signal transduction mechanisms
4531	isogroup19373	Intracellular trafficking, secretion, and vesicular transport
4532	isogroup27812	Transcription
4533	isogroup19390	Lipid transport and metabolism
4534	isogroup25272	Signal transduction mechanisms
4535	isogroup23611	Posttranslational modification, protein turnover, chaperones
4536	isogroup16944	Intracellular trafficking, secretion, and vesicular transport
4537	isogroup5128	Posttranslational modification, protein turnover, chaperones
4538	isogroup24786	Cell cycle control, cell division, chromosome partitioning
4539	isogroup24786	Transcription
4540	isogroup17540	
4541	isogroup9493	Posttranslational modification, protein turnover, chaperones
4542	isogroup3411	Energy production and conversion
4543	isogroup3411	Carbohydrate transport and metabolism
4544	isogroup7048	Energy production and conversion
4545	isogroup27036	
4546	isogroup18078	Amino acid transport and metabolism
4547	isogroup25275	Nucleotide transport and metabolism
4548	isogroup25275	Secondary metabolites biosynthesis, transport and catabolism
4549	isogroup14940	Posttranslational modification, protein turnover, chaperones
4550	isogroup3498	Posttranslational modification, protein turnover, chaperones
4551	isogroup8346	Energy production and conversion
4552	isogroup5631	Cytoskeleton
4553	isogroup24173	Cytoskeleton
4554	isogroup6611	Posttranslational modification, protein turnover, chaperones
4555	isogroup8105	Signal transduction mechanisms
4556	isogroup8105	Cytoskeleton
4557	isogroup16773	
4558	isogroup8375	Energy production and conversion
4559	isogroup14765	Amino acid transport and metabolism
4560	isogroup16362	
4561	isogroup4075	Posttranslational modification, protein turnover, chaperones
4562	isogroup15701	Transcription
4563	isogroup1502	Nucleotide transport and metabolism
4564	isogroup26569	Energy production and conversion
4565	isogroup16926	RNA processing and modification
4566	isogroup17549	Posttranslational modification, protein turnover, chaperones
4567	isogroup29078	Signal transduction mechanisms
4568	isogroup4270	Signal transduction mechanisms
4569	isogroup12595	Transcription
4570	isogroup19079	Transcription
4571	isogroup26387	
4572	isogroup8359	
4573	isogroup5658	Lipid transport and metabolism
4574	isogroup9979	Replication, recombination and repair
4575	isogroup20582	Translation, ribosomal structure and biogenesis
4576	isogroup20787	Signal transduction mechanisms
4577	isogroup15975	Signal transduction mechanisms
4578	isogroup3902	Secondary metabolites biosynthesis, transport and catabolism
4579	isogroup18604	Signal transduction mechanisms
4580	isogroup17218	Posttranslational modification, protein turnover, chaperones
4581	isogroup11153	
4582	isogroup19817	Posttranslational modification, protein turnover, chaperones
4583	isogroup1139	Amino acid transport and metabolism
4584	isogroup1139	Inorganic ion transport and metabolism
4585	isogroup1139	Signal transduction mechanisms
