seq	term
Oarb_129894_c2_g5	"Posttranslational modification, protein turnover, chaperones"
Oarb_129899_c1_g1	""
Oarb_129899_c1_g2	"Cell wall/membrane/envelope biogenesis"
Oarb_129905_c0_g1	"Energy production and conversion"
Oarb_129921_c0_g1	"Cytoskeleton"
Oarb_129940_c2_g1	"Carbohydrate transport and metabolism"
Oarb_129945_c4_g1	"Replication, recombination and repair"
Oarb_129983_c0_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_129984_c1_g1	"RNA processing and modification"
Oarb_129989_c0_g1	"Replication, recombination and repair"
Oarb_129991_c1_g1	""
Oarb_129994_c0_g2	"Signal transduction mechanisms"
Oarb_129995_c5_g1	"Signal transduction mechanisms"
Oarb_129996_c0_g1	"Defense mechanisms"
Oarb_130005_c3_g2	"Carbohydrate transport and metabolism"
Oarb_130033_c4_g3	"Cell cycle control, cell division, chromosome partitioning"
Oarb_130098_c0_g3	"Inorganic ion transport and metabolism"
Oarb_130098_c0_g6	"Inorganic ion transport and metabolism"
Oarb_130113_c1_g1	"Signal transduction mechanisms"
Oarb_130179_c2_g1	""
Oarb_130186_c0_g1	"Signal transduction mechanisms"
Oarb_130205_c0_g1	"Carbohydrate transport and metabolism"
Oarb_130273_c0_g1	"Transcription"
Oarb_130289_c1_g3	"Replication, recombination and repair"
Oarb_130289_c1_g4	"Replication, recombination and repair"
Oarb_130318_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_130318_c2_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_130319_c1_g1	"Signal transduction mechanisms"
Oarb_130344_c2_g1	"Signal transduction mechanisms"
Oarb_130383_c0_g2	"Signal transduction mechanisms"
Oarb_130391_c0_g1	"Signal transduction mechanisms"
Oarb_130442_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_130479_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_130486_c0_g1	""
Oarb_130502_c0_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_130502_c0_g1	"Extracellular structures"
Oarb_130510_c2_g1	"Replication, recombination and repair"
Oarb_130523_c1_g1	"Signal transduction mechanisms"
Oarb_130539_c2_g2	"Transcription"
Oarb_130546_c0_g3	"Inorganic ion transport and metabolism"
Oarb_130552_c0_g2	"Transcription"
Oarb_130579_c4_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_130624_c1_g1	"Carbohydrate transport and metabolism"
Oarb_130629_c0_g1	"Nucleotide transport and metabolism"
Oarb_130631_c6_g1	"Signal transduction mechanisms"
Oarb_130651_c2_g1	"Cytoskeleton"
Oarb_130670_c3_g4	"Translation, ribosomal structure and biogenesis"
Oarb_130719_c5_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_130729_c1_g1	"Amino acid transport and metabolism"
Oarb_130763_c6_g1	"Carbohydrate transport and metabolism"
Oarb_130775_c19_g1	"Replication, recombination and repair"
Oarb_130823_c4_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_130836_c2_g1	"Energy production and conversion"
Oarb_130851_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_130857_c7_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_130864_c0_g1	"Amino acid transport and metabolism"
Oarb_130875_c1_g1	"Transcription"
Oarb_130932_c1_g1	""
Oarb_130938_c2_g1	"RNA processing and modification"
Oarb_130952_c2_g3	"Amino acid transport and metabolism"
Oarb_130978_c0_g1	"Nucleotide transport and metabolism"
Oarb_131002_c2_g1	""
Oarb_131043_c6_g1	"Chromatin structure and dynamics"
Oarb_131138_c1_g1	"Replication, recombination and repair"
Oarb_131146_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_131156_c1_g1	"Signal transduction mechanisms"
Oarb_131169_c3_g1	"Signal transduction mechanisms"
Oarb_131169_c3_g1	"Transcription"
Oarb_131176_c1_g1	"Signal transduction mechanisms"
Oarb_131185_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_131189_c7_g1	"Signal transduction mechanisms"
Oarb_131214_c3_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_131231_c0_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_131253_c3_g1	"Signal transduction mechanisms"
Oarb_131258_c2_g1	"Inorganic ion transport and metabolism"
Oarb_131259_c3_g1	"Amino acid transport and metabolism"
Oarb_131338_c0_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_131340_c1_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_131372_c1_g3	"Signal transduction mechanisms"
Oarb_131383_c7_g1	"Energy production and conversion"
Oarb_131386_c1_g1	"Signal transduction mechanisms"
Oarb_131391_c0_g1	"Signal transduction mechanisms"
Oarb_131392_c3_g1	"Amino acid transport and metabolism"
Oarb_131396_c1_g1	"Carbohydrate transport and metabolism"
Oarb_131431_c1_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_131432_c2_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_131458_c0_g1	""
Oarb_131483_c3_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_131483_c3_g4	"Posttranslational modification, protein turnover, chaperones"
Oarb_131497_c3_g1	"Energy production and conversion"
Oarb_131513_c0_g1	"Amino acid transport and metabolism"
Oarb_131550_c2_g1	""
Oarb_131552_c0_g2	"Signal transduction mechanisms"
Oarb_131556_c3_g1	"RNA processing and modification"
Oarb_131563_c2_g2	"Signal transduction mechanisms"
Oarb_131631_c0_g1	""
Oarb_131635_c3_g1	"Energy production and conversion"
Oarb_131641_c13_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_131642_c2_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_131675_c7_g2	"Transcription"
Oarb_131697_c3_g1	"Energy production and conversion"
Oarb_131718_c2_g1	"Carbohydrate transport and metabolism"
Oarb_131719_c0_g1	"Transcription"
Oarb_131731_c3_g1	"Energy production and conversion"
Oarb_131745_c2_g1	""
Oarb_131771_c1_g1	"Lipid transport and metabolism"
Oarb_131783_c6_g1	"Cytoskeleton"
Oarb_131788_c4_g1	"Defense mechanisms"
Oarb_131803_c1_g1	"Inorganic ion transport and metabolism"
Oarb_131806_c0_g1	"Signal transduction mechanisms"
Oarb_131821_c1_g2	"Cell wall/membrane/envelope biogenesis"
Oarb_131823_c2_g1	""
Oarb_131842_c1_g2	"Signal transduction mechanisms"
Oarb_131850_c3_g1	"RNA processing and modification"
Oarb_131862_c1_g3	"Signal transduction mechanisms"
Oarb_131999_c0_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_132012_c1_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_132038_c4_g1	"Amino acid transport and metabolism"
Oarb_132040_c1_g1	"Amino acid transport and metabolism"
Oarb_132068_c1_g2	"Inorganic ion transport and metabolism"
Oarb_132081_c0_g1	"Cell wall/membrane/envelope biogenesis"
Oarb_132088_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_132117_c1_g4	"Replication, recombination and repair"
Oarb_132129_c2_g1	"Replication, recombination and repair"
Oarb_132137_c2_g1	"Transcription"
Oarb_132186_c0_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_132199_c6_g2	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_132242_c1_g1	"Inorganic ion transport and metabolism"
Oarb_132248_c5_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_132251_c0_g2	""
Oarb_132252_c6_g1	""
Oarb_132253_c3_g1	"Inorganic ion transport and metabolism"
Oarb_132258_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_132276_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_132287_c1_g2	"Carbohydrate transport and metabolism"
Oarb_132301_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_132305_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_132306_c1_g2	"Amino acid transport and metabolism"
Oarb_132306_c1_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_132333_c1_g1	""
Oarb_132333_c2_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_132340_c6_g2	"Amino acid transport and metabolism"
Oarb_132362_c3_g1	"Signal transduction mechanisms"
Oarb_132385_c0_g1	"Energy production and conversion"
Oarb_132405_c3_g1	"Inorganic ion transport and metabolism"
Oarb_132421_c3_g1	"Energy production and conversion"
Oarb_132435_c0_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_132437_c0_g2	"Lipid transport and metabolism"
Oarb_132441_c2_g1	"Energy production and conversion"
Oarb_132469_c1_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_132479_c6_g1	"Extracellular structures"
Oarb_132530_c0_g3	"Transcription"
Oarb_132561_c2_g1	"Signal transduction mechanisms"
Oarb_132608_c0_g1	"Signal transduction mechanisms"
Oarb_132612_c1_g2	"Translation, ribosomal structure and biogenesis"
Oarb_132636_c2_g5	"Cell cycle control, cell division, chromosome partitioning"
Oarb_132650_c1_g2	"Signal transduction mechanisms"
Oarb_132682_c1_g1	"Lipid transport and metabolism"
Oarb_132703_c1_g7	"Inorganic ion transport and metabolism"
Oarb_132709_c0_g1	"Signal transduction mechanisms"
Oarb_132755_c4_g1	"Coenzyme transport and metabolism"
Oarb_132769_c8_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_132779_c3_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_132815_c0_g3	"Posttranslational modification, protein turnover, chaperones"
Oarb_132815_c0_g5	"Posttranslational modification, protein turnover, chaperones"
Oarb_132820_c0_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_132820_c0_g6	"Posttranslational modification, protein turnover, chaperones"
Oarb_132823_c2_g2	"Signal transduction mechanisms"
Oarb_132823_c3_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_132872_c4_g1	"Translation, ribosomal structure and biogenesis"
Oarb_132874_c3_g2	"Coenzyme transport and metabolism"
Oarb_132879_c2_g4	"Posttranslational modification, protein turnover, chaperones"
Oarb_132913_c4_g3	"Amino acid transport and metabolism"
Oarb_132918_c2_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_132919_c3_g1	"Lipid transport and metabolism"
Oarb_132934_c2_g1	"Carbohydrate transport and metabolism"
Oarb_132941_c2_g2	"Transcription"
Oarb_132959_c3_g1	"Signal transduction mechanisms"
Oarb_132975_c0_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_132977_c5_g1	"Transcription"
Oarb_132979_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_133017_c2_g1	"Amino acid transport and metabolism"
Oarb_133046_c2_g1	"Signal transduction mechanisms"
Oarb_133052_c7_g1	"RNA processing and modification"
Oarb_133053_c7_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_133063_c0_g1	"Extracellular structures"
Oarb_133075_c3_g6	"Posttranslational modification, protein turnover, chaperones"
Oarb_133110_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_133132_c1_g1	"Amino acid transport and metabolism"
Oarb_133134_c5_g1	"Replication, recombination and repair"
Oarb_133144_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_133184_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_133234_c1_g1	"Lipid transport and metabolism"
Oarb_133251_c1_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_133286_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_133297_c3_g1	"RNA processing and modification"
Oarb_133366_c3_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_133381_c3_g1	"Chromatin structure and dynamics"
Oarb_133389_c6_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_133394_c0_g1	"RNA processing and modification"
Oarb_133404_c2_g1	"Translation, ribosomal structure and biogenesis"
Oarb_133419_c5_g1	"Amino acid transport and metabolism"
Oarb_133490_c3_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_133520_c0_g1	"RNA processing and modification"
Oarb_133528_c2_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_133538_c4_g2	"Amino acid transport and metabolism"
Oarb_133553_c3_g4	"Carbohydrate transport and metabolism"
Oarb_133571_c0_g2	"Replication, recombination and repair"
Oarb_133609_c3_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_133611_c1_g2	"Signal transduction mechanisms"
Oarb_133619_c1_g4	"Posttranslational modification, protein turnover, chaperones"
Oarb_133633_c3_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_133670_c10_g3	"Energy production and conversion"
Oarb_133690_c1_g1	"Cytoskeleton"
Oarb_133712_c0_g1	"Chromatin structure and dynamics"
Oarb_133713_c0_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_133754_c7_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_133756_c7_g1	"Energy production and conversion"
Oarb_133766_c3_g2	"Translation, ribosomal structure and biogenesis"
Oarb_133774_c3_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_133783_c4_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_133796_c6_g1	"Amino acid transport and metabolism"
Oarb_133809_c3_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_133815_c2_g1	"Transcription"
Oarb_133822_c0_g1	""
Oarb_133826_c2_g1	"Chromatin structure and dynamics"
Oarb_133831_c1_g2	"Nucleotide transport and metabolism"
Oarb_133924_c1_g2	"Replication, recombination and repair"
Oarb_133934_c4_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_133947_c1_g1	"Carbohydrate transport and metabolism"
Oarb_133953_c5_g1	"Energy production and conversion"
Oarb_133961_c0_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_133984_c0_g1	"Replication, recombination and repair"
Oarb_133990_c0_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_133997_c0_g1	"Cytoskeleton"
Oarb_134020_c0_g1	"Cytoskeleton"
Oarb_134038_c1_g1	"Cytoskeleton"
Oarb_134042_c0_g2	"Energy production and conversion"
Oarb_134071_c2_g1	"Lipid transport and metabolism"
Oarb_134075_c3_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_134087_c2_g1	"Signal transduction mechanisms"
Oarb_134095_c3_g2	"Transcription"
Oarb_134097_c1_g2	"Energy production and conversion"
Oarb_134097_c1_g4	"Energy production and conversion"
Oarb_134106_c3_g1	"Inorganic ion transport and metabolism"
Oarb_134112_c3_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_134132_c1_g1	""
Oarb_134132_c1_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_134156_c2_g1	"Signal transduction mechanisms"
Oarb_134162_c2_g1	"Carbohydrate transport and metabolism"
Oarb_134162_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_134163_c6_g1	"Inorganic ion transport and metabolism"
Oarb_134168_c1_g1	"Signal transduction mechanisms"
Oarb_134176_c8_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_134178_c2_g1	"Cytoskeleton"
Oarb_134184_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_134193_c5_g1	""
Oarb_134250_c2_g2	"Signal transduction mechanisms"
Oarb_134253_c8_g1	"Signal transduction mechanisms"
Oarb_134256_c2_g1	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_134267_c1_g1	"Amino acid transport and metabolism"
Oarb_134282_c1_g2	"Replication, recombination and repair"
Oarb_134291_c0_g1	""
Oarb_134311_c1_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_134328_c3_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_134374_c4_g1	""
Oarb_134394_c2_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_134396_c3_g1	"Posttranslational modification, protein turnover, chaperones"
Oarb_134399_c1_g1	"Transcription"
Oarb_134401_c0_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_134412_c0_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_134430_c2_g2	"Intracellular trafficking, secretion, and vesicular transport"
Oarb_134432_c3_g5	"Posttranslational modification, protein turnover, chaperones"
Oarb_134449_c0_g1	"Signal transduction mechanisms"
Oarb_134498_c1_g3	"RNA processing and modification"
Oarb_134557_c2_g3	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_134564_c3_g2	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_134582_c4_g1	"Transcription"
Oarb_134585_c1_g1	""
Oarb_134592_c2_g1	"Signal transduction mechanisms"
Oarb_134602_c2_g1	"Cytoskeleton"
Oarb_134613_c1_g1	"Signal transduction mechanisms"
Oarb_134617_c8_g1	"Signal transduction mechanisms"
Oarb_134681_c4_g3	"Signal transduction mechanisms"
Oarb_134711_c1_g2	"Posttranslational modification, protein turnover, chaperones"
Oarb_134715_c3_g1	"Signal transduction mechanisms"
Oarb_134720_c0_g1	"Amino acid transport and metabolism"
Oarb_134723_c3_g2	"Cytoskeleton"
Oarb_134727_c1_g1	"Lipid transport and metabolism"
Oarb_134731_c3_g2	"Amino acid transport and metabolism"
Oarb_134731_c3_g3	"Amino acid transport and metabolism"
Oarb_134745_c1_g1	"Translation, ribosomal structure and biogenesis"
Oarb_134756_c4_g1	"Translation, ribosomal structure and biogenesis"
Oarb_134787_c2_g1	"RNA processing and modification"
Oarb_134794_c1_g1	"Cell cycle control, cell division, chromosome partitioning"
Oarb_134813_c2_g2	"Carbohydrate transport and metabolism"
Oarb_134818_c3_g2	"Cytoskeleton"
Oarb_134826_c4_g1	"Secondary metabolites biosynthesis, transport and catabolism"
Oarb_134840_c5_g1	"Lipid transport and metabolism"
Oarb_134840_c5_g4	"Lipid transport and metabolism"
Oarb_134842_c0_g1	"Carbohydrate transport and metabolism"
Oarb_134867_c6_g1	"Intracellular trafficking, secretion, and vesicular transport"
