seq	term
1714	NVE3024	
1715	NVE3026	Intracellular trafficking, secretion, and vesicular transport
1716	NVE3027	Cytoskeleton
1717	NVE3028	Cytoskeleton
1718	NVE3030	Amino acid transport and metabolism
1719	NVE3033	
1720	NVE3035	
1721	NVE3037	RNA processing and modification
1722	NVE3038	RNA processing and modification
1723	NVE3039	
1724	NVE3040	Posttranslational modification, protein turnover, chaperones
1725	NVE3042	Posttranslational modification, protein turnover, chaperones
1726	NVE3043	Amino acid transport and metabolism
1727	NVE3045	Posttranslational modification, protein turnover, chaperones
1728	NVE3047	Amino acid transport and metabolism
1729	NVE3047	Inorganic ion transport and metabolism
1730	NVE3047	Signal transduction mechanisms
1731	NVE3048	Amino acid transport and metabolism
1732	NVE3048	Inorganic ion transport and metabolism
1733	NVE3048	Signal transduction mechanisms
1734	NVE3049	Cell cycle control, cell division, chromosome partitioning
1735	NVE3050	RNA processing and modification
1736	NVE3052	Signal transduction mechanisms
1737	NVE3054	
1738	NVE3055	Signal transduction mechanisms
1739	NVE3058	Amino acid transport and metabolism
1740	NVE3059	Cell wall/membrane/envelope biogenesis
1741	NVE3059	Posttranslational modification, protein turnover, chaperones
1742	NVE3060	Carbohydrate transport and metabolism
1743	NVE3061	Energy production and conversion
1744	NVE3062	Energy production and conversion
1745	NVE3064	RNA processing and modification
1746	NVE3065	Inorganic ion transport and metabolism
1747	NVE3066	RNA processing and modification
1748	NVE3068	Cell cycle control, cell division, chromosome partitioning
1749	NVE3068	Intracellular trafficking, secretion, and vesicular transport
1750	NVE3069	Intracellular trafficking, secretion, and vesicular transport
1751	NVE3069	Nuclear structure
1752	NVE3071	Translation, ribosomal structure and biogenesis
1753	NVE3074	Signal transduction mechanisms
1754	NVE3076	Posttranslational modification, protein turnover, chaperones
1755	NVE3078	Energy production and conversion
1756	NVE3079	Translation, ribosomal structure and biogenesis
1757	NVE3080	Signal transduction mechanisms
1758	NVE3081	Intracellular trafficking, secretion, and vesicular transport
1759	NVE3082	Signal transduction mechanisms
1760	NVE3083	Defense mechanisms
1761	NVE3084	Defense mechanisms
1762	NVE3085	Lipid transport and metabolism
1763	NVE3086	Posttranslational modification, protein turnover, chaperones
1764	NVE3087	Transcription
1765	NVE3090	Extracellular structures
1766	NVE3091	Signal transduction mechanisms
1767	NVE3092	Signal transduction mechanisms
1768	NVE3093	Signal transduction mechanisms
1769	NVE3094	RNA processing and modification
1770	NVE3096	RNA processing and modification
1771	NVE3097	
1772	NVE3105	Posttranslational modification, protein turnover, chaperones
1773	NVE3107	Transcription
1774	NVE3109	RNA processing and modification
1775	NVE3110	Transcription
1776	NVE3111	Signal transduction mechanisms
1777	NVE3112	Signal transduction mechanisms
1778	NVE3114	Carbohydrate transport and metabolism
1779	NVE3115	Carbohydrate transport and metabolism
1780	NVE3116	Inorganic ion transport and metabolism
1781	NVE3116	Signal transduction mechanisms
1782	NVE3117	Inorganic ion transport and metabolism
1783	NVE3118	Cell wall/membrane/envelope biogenesis
1784	NVE3119	Cytoskeleton
1785	NVE3120	Cytoskeleton
1786	NVE3121	Extracellular structures
1787	NVE3123	Amino acid transport and metabolism
1788	NVE3124	Inorganic ion transport and metabolism
1789	NVE3126	Amino acid transport and metabolism
1790	NVE3126	Lipid transport and metabolism
1791	NVE3128	Intracellular trafficking, secretion, and vesicular transport
1792	NVE3130	Signal transduction mechanisms
1793	NVE3131	Intracellular trafficking, secretion, and vesicular transport
1794	NVE3133	RNA processing and modification
1795	NVE3134	Defense mechanisms
1796	NVE3136	Carbohydrate transport and metabolism
1797	NVE3139	RNA processing and modification
1798	NVE3141	Intracellular trafficking, secretion, and vesicular transport
1799	NVE3143	Intracellular trafficking, secretion, and vesicular transport
1800	NVE3145	Replication, recombination and repair
1801	NVE3148	Posttranslational modification, protein turnover, chaperones
1802	NVE3150	Cell motility
1803	NVE3158	Secondary metabolites biosynthesis, transport and catabolism
1804	NVE3159	Signal transduction mechanisms
1805	NVE3161	Signal transduction mechanisms
1806	NVE3166	Cell cycle control, cell division, chromosome partitioning
1807	NVE3166	Cytoskeleton
1808	NVE3167	Extracellular structures
1809	NVE3168	Signal transduction mechanisms
1810	NVE3169	Posttranslational modification, protein turnover, chaperones
1811	NVE3170	Inorganic ion transport and metabolism
1812	NVE3174	
1813	NVE3180	Posttranslational modification, protein turnover, chaperones
1814	NVE3182	Transcription
1815	NVE3187	Cell cycle control, cell division, chromosome partitioning
1816	NVE3190	Signal transduction mechanisms
1817	NVE3191	Energy production and conversion
1818	NVE3194	RNA processing and modification
1819	NVE3198	Transcription
1820	NVE3206	Extracellular structures
1821	NVE3207	Intracellular trafficking, secretion, and vesicular transport
1822	NVE3208	Cell wall/membrane/envelope biogenesis
1823	NVE3209	Signal transduction mechanisms
1824	NVE3214	Carbohydrate transport and metabolism
1825	NVE3215	Signal transduction mechanisms
1826	NVE3217	Carbohydrate transport and metabolism
1827	NVE3220	Posttranslational modification, protein turnover, chaperones
1828	NVE3224	Cytoskeleton
1829	NVE3231	Chromatin structure and dynamics
1830	NVE3234	Energy production and conversion
1831	NVE3237	Signal transduction mechanisms
1832	NVE3239	Posttranslational modification, protein turnover, chaperones
1833	NVE3241	
1834	NVE3248	Signal transduction mechanisms
1835	NVE3250	Signal transduction mechanisms
1836	NVE3251	Signal transduction mechanisms
1837	NVE3256	RNA processing and modification
1838	NVE3263	Cytoskeleton
1839	NVE3266	Lipid transport and metabolism
1840	NVE3267	Posttranslational modification, protein turnover, chaperones
1841	NVE3268	Amino acid transport and metabolism
1842	NVE3268	Carbohydrate transport and metabolism
1843	NVE3269	Posttranslational modification, protein turnover, chaperones
1844	NVE3270	Intracellular trafficking, secretion, and vesicular transport
1845	NVE3272	Translation, ribosomal structure and biogenesis
1846	NVE3273	Secondary metabolites biosynthesis, transport and catabolism
1847	NVE3275	Carbohydrate transport and metabolism
1848	NVE3276	Carbohydrate transport and metabolism
1849	NVE3278	Lipid transport and metabolism
1850	NVE3283	RNA processing and modification
1851	NVE3284	Cell cycle control, cell division, chromosome partitioning
1852	NVE3285	Coenzyme transport and metabolism
1853	NVE3286	Coenzyme transport and metabolism
1854	NVE3288	Signal transduction mechanisms
1855	NVE3289	RNA processing and modification
1856	NVE3290	RNA processing and modification
1857	NVE3290	Cell cycle control, cell division, chromosome partitioning
1858	NVE3291	Replication, recombination and repair
1859	NVE3292	Posttranslational modification, protein turnover, chaperones
1860	NVE3293	Signal transduction mechanisms
1861	NVE3294	Signal transduction mechanisms
1862	NVE3294	Intracellular trafficking, secretion, and vesicular transport
1863	NVE3295	Signal transduction mechanisms
1864	NVE3300	Lipid transport and metabolism
1865	NVE3301	Posttranslational modification, protein turnover, chaperones
1866	NVE3302	Translation, ribosomal structure and biogenesis
1867	NVE3303	Defense mechanisms
1868	NVE3305	Nucleotide transport and metabolism
1869	NVE3306	Replication, recombination and repair
1870	NVE3313	
1871	NVE3314	Signal transduction mechanisms
1872	NVE3319	Posttranslational modification, protein turnover, chaperones
1873	NVE3321	Signal transduction mechanisms
1874	NVE3322	Inorganic ion transport and metabolism
1875	NVE3325	Transcription
1876	NVE3326	Transcription
1877	NVE3326	Replication, recombination and repair
1878	NVE3326	Signal transduction mechanisms
1879	NVE3328	Transcription
1880	NVE3329	Transcription
1881	NVE3331	Translation, ribosomal structure and biogenesis
1882	NVE3332	Posttranslational modification, protein turnover, chaperones
1883	NVE3333	
1884	NVE3334	Translation, ribosomal structure and biogenesis
1885	NVE3335	Posttranslational modification, protein turnover, chaperones
1886	NVE3336	
1887	NVE3337	Posttranslational modification, protein turnover, chaperones
1888	NVE3338	Posttranslational modification, protein turnover, chaperones
1889	NVE3341	
1890	NVE3343	Carbohydrate transport and metabolism
1891	NVE3344	Carbohydrate transport and metabolism
1892	NVE3344	Cell wall/membrane/envelope biogenesis
1893	NVE3346	Carbohydrate transport and metabolism
1894	NVE3346	Cell wall/membrane/envelope biogenesis
1895	NVE3347	Carbohydrate transport and metabolism
1896	NVE3347	Cell wall/membrane/envelope biogenesis
1897	NVE3348	Carbohydrate transport and metabolism
1898	NVE3348	Cell wall/membrane/envelope biogenesis
1899	NVE3350	Intracellular trafficking, secretion, and vesicular transport
1900	NVE3351	Translation, ribosomal structure and biogenesis
1901	NVE3353	Cell wall/membrane/envelope biogenesis
1902	NVE3353	Inorganic ion transport and metabolism
1903	NVE3353	Signal transduction mechanisms
1904	NVE3354	Posttranslational modification, protein turnover, chaperones
1905	NVE3355	Amino acid transport and metabolism
1906	NVE3358	
1907	NVE3362	Posttranslational modification, protein turnover, chaperones
1908	NVE3365	Signal transduction mechanisms
1909	NVE3366	Replication, recombination and repair
1910	NVE3369	Posttranslational modification, protein turnover, chaperones
1911	NVE3370	Amino acid transport and metabolism
1912	NVE3372	Intracellular trafficking, secretion, and vesicular transport
1913	NVE3373	Signal transduction mechanisms
1914	NVE3374	Energy production and conversion
1915	NVE3374	Coenzyme transport and metabolism
1916	NVE3375	Energy production and conversion
1917	NVE3375	Coenzyme transport and metabolism
1918	NVE3380	Chromatin structure and dynamics
1919	NVE3389	Posttranslational modification, protein turnover, chaperones
1920	NVE3391	Coenzyme transport and metabolism
1921	NVE3393	Chromatin structure and dynamics
1922	NVE3393	Transcription
1923	NVE3398	
1924	NVE3400	Posttranslational modification, protein turnover, chaperones
1925	NVE3401	Replication, recombination and repair
1926	NVE3402	Posttranslational modification, protein turnover, chaperones
1927	NVE3402	Signal transduction mechanisms
1928	NVE3404	Signal transduction mechanisms
1929	NVE3406	Extracellular structures
1930	NVE3409	Transcription
1931	NVE3413	Lipid transport and metabolism
1932	NVE3419	
1933	NVE3422	Replication, recombination and repair
1934	NVE3425	Signal transduction mechanisms
1935	NVE3426	Posttranslational modification, protein turnover, chaperones
1936	NVE3427	Posttranslational modification, protein turnover, chaperones
1937	NVE3428	Intracellular trafficking, secretion, and vesicular transport
1938	NVE3431	Inorganic ion transport and metabolism
1939	NVE3432	
1940	NVE3436	Signal transduction mechanisms
1941	NVE3436	Cytoskeleton
1942	NVE3437	Signal transduction mechanisms
1943	NVE3437	Cytoskeleton
1944	NVE3439	RNA processing and modification
1945	NVE3440	Amino acid transport and metabolism
1946	NVE3442	Secondary metabolites biosynthesis, transport and catabolism
1947	NVE3445	Carbohydrate transport and metabolism
1948	NVE3446	Defense mechanisms
1949	NVE3449	Posttranslational modification, protein turnover, chaperones
1950	NVE3450	Signal transduction mechanisms
1951	NVE3451	Signal transduction mechanisms
1952	NVE3452	Chromatin structure and dynamics
1953	NVE3453	Chromatin structure and dynamics
1954	NVE3456	
1955	NVE3457	Defense mechanisms
1956	NVE3458	Translation, ribosomal structure and biogenesis
1957	NVE3459	Signal transduction mechanisms
1958	NVE3462	Amino acid transport and metabolism
1959	NVE3463	Transcription
1960	NVE3464	Translation, ribosomal structure and biogenesis
1961	NVE3465	Signal transduction mechanisms
1962	NVE3466	Translation, ribosomal structure and biogenesis
1963	NVE3467	Nucleotide transport and metabolism
1964	NVE3472	Cytoskeleton
1965	NVE3473	Posttranslational modification, protein turnover, chaperones
1966	NVE3474	Cytoskeleton
1967	NVE3475	Cytoskeleton
1968	NVE3478	Lipid transport and metabolism
1969	NVE3480	Lipid transport and metabolism
1970	NVE3482	Intracellular trafficking, secretion, and vesicular transport
1971	NVE3482	Cytoskeleton
1972	NVE3483	Intracellular trafficking, secretion, and vesicular transport
1973	NVE3486	Translation, ribosomal structure and biogenesis
1974	NVE3489	Energy production and conversion
1975	NVE3491	Replication, recombination and repair
1976	NVE3496	Inorganic ion transport and metabolism
1977	NVE3498	Transcription
1978	NVE3500	Signal transduction mechanisms
1979	NVE3505	Translation, ribosomal structure and biogenesis
1980	NVE3506	Amino acid transport and metabolism
1981	NVE3508	Amino acid transport and metabolism
1982	NVE3510	Intracellular trafficking, secretion, and vesicular transport
1983	NVE3512	Carbohydrate transport and metabolism
1984	NVE3513	Amino acid transport and metabolism
1985	NVE3515	RNA processing and modification
1986	NVE3518	Energy production and conversion
1987	NVE3520	Secondary metabolites biosynthesis, transport and catabolism
1988	NVE3521	Secondary metabolites biosynthesis, transport and catabolism
1989	NVE3522	Lipid transport and metabolism
1990	NVE3523	Transcription
1991	NVE3523	Replication, recombination and repair
1992	NVE3523	Signal transduction mechanisms
1993	NVE3527	Posttranslational modification, protein turnover, chaperones
1994	NVE3536	RNA processing and modification
1995	NVE3545	Inorganic ion transport and metabolism
1996	NVE3548	
1997	NVE3549	Translation, ribosomal structure and biogenesis
1998	NVE3553	Posttranslational modification, protein turnover, chaperones
1999	NVE3557	Posttranslational modification, protein turnover, chaperones
2000	NVE3558	Posttranslational modification, protein turnover, chaperones
2001	NVE3561	Secondary metabolites biosynthesis, transport and catabolism
2002	NVE3562	Carbohydrate transport and metabolism
